AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped Location,Ped Movement,Mode of Travel
1190155639,REDBRIDGE,14,544619,186279,4,2 PASSENGER,2 FEMALE,0-15,9,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155646,WANDSWORTH,10,528345,171358,1,1 DRIVER/RIDER,1 MALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155647,LEWISHAM,7,535702,176017,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155650,WANDSWORTH,10,525661,174635,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155652,WESTMINSTER,1,528607,180095,1,1 DRIVER/RIDER,1 MALE,25-59,41,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,5 TAXI
1190155654,BRENT,28,520247,188683,1,1 DRIVER/RIDER,2 FEMALE,25-59,49,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155655,LAMBETH,9,532482,173504,1,1 DRIVER/RIDER,1 MALE,25-59,48,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190155655,LAMBETH,9,532482,173504,2,2 PASSENGER,1 MALE,25-59,28,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190155655,LAMBETH,9,532482,173504,3,2 PASSENGER,2 FEMALE,25-59,28,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,9 PRIVATE HIRE
1190155656,HILLINGDON,26,509456,190820,1,1 DRIVER/RIDER,1 MALE,60+,76,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155656,HILLINGDON,26,509456,190820,2,2 PASSENGER,1 MALE,60+,77,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155657,CROYDON,20,531697,168006,1,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155658,MERTON,22,526055,171067,1,1 DRIVER/RIDER,1 MALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155668,TOWER HAMLETS,5,537338,182819,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155695,ENFIELD,32,533161,196600,1,3 PEDESTRIAN,2 FEMALE,25-59,55,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155696,BRENT,28,523006,184869,1,1 DRIVER/RIDER,2 FEMALE,25-59,41,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155699,HAVERING,15,549649,191040,1,2 PASSENGER,2 FEMALE,60+,78,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190155710,SOUTHWARK,8,531931,179000,1,1 DRIVER/RIDER,1 MALE,25-59,46,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155722,WANDSWORTH,10,529420,171215,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155724,TOWER HAMLETS,5,534584,181326,1,2 PASSENGER,2 FEMALE,U,,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190155725,WALTHAM FOREST,13,539647,187603,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,8 OTHER VEHICLE
1190155729,ISLINGTON,3,529663,186682,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155739,BARNET,30,524419,186887,1,3 PEDESTRIAN,1 MALE,25-59,30,1,2 SERIOUS,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190155740,CAMDEN,2,529238,183385,1,1 DRIVER/RIDER,1 MALE,0-15,12,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155741,REDBRIDGE,14,543386,186092,1,1 DRIVER/RIDER,2 FEMALE,16-24,23,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155744,BROMLEY,19,536761,169482,1,1 DRIVER/RIDER,1 MALE,60+,69,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155744,BROMLEY,19,536761,169482,2,1 DRIVER/RIDER,2 FEMALE,60+,68,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155755,KENSINGTON & CHELSEA,12,525924,179710,1,1 DRIVER/RIDER,1 MALE,25-59,59,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155756,HARROW,29,515559,189595,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155760,KENSINGTON & CHELSEA,12,527016,177527,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155765,HOUNSLOW,25,519310,178327,1,3 PEDESTRIAN,1 MALE,25-59,54,1,3 SLIGHT,09 IN ROAD - NOT CROSSING,6 IN RD NOT CROSSING MSK,1 PEDESTRIAN
1190155767,LAMBETH,9,529627,175394,1,1 DRIVER/RIDER,1 MALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155774,LEWISHAM,7,539416,174540,1,1 DRIVER/RIDER,1 MALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,8 OTHER VEHICLE
1190155778,KENSINGTON & CHELSEA,12,527149,178023,1,1 DRIVER/RIDER,2 FEMALE,60+,81,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155781,BROMLEY,19,540530,169424,1,3 PEDESTRIAN,1 MALE,25-59,32,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190155783,WESTMINSTER,1,527704,179698,1,1 DRIVER/RIDER,1 MALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155785,WESTMINSTER,1,530544,181099,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155790,GREENWICH,6,540597,176724,1,1 DRIVER/RIDER,2 FEMALE,25-59,59,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155795,WESTMINSTER,1,528507,182114,1,1 DRIVER/RIDER,1 MALE,25-59,58,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,5 TAXI
1190155797,ISLINGTON,3,529385,186789,1,1 DRIVER/RIDER,1 MALE,16-24,22,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155797,ISLINGTON,3,529385,186789,2,3 PEDESTRIAN,1 MALE,25-59,41,2,3 SLIGHT,08 IN CENTRE OF CARRIAGEWAY,4 FROM DRIVERS O/SIDE MSK,1 PEDESTRIAN
1190155799,SUTTON,21,526484,166217,1,1 DRIVER/RIDER,2 FEMALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155800,WESTMINSTER,1,526249,182619,1,1 DRIVER/RIDER,1 MALE,25-59,32,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155803,CAMDEN,2,525247,183867,1,1 DRIVER/RIDER,2 FEMALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155804,HARROW,29,515314,190792,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155807,CROYDON,20,534973,166758,1,1 DRIVER/RIDER,2 FEMALE,25-59,45,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155808,LAMBETH,9,528803,174417,1,1 DRIVER/RIDER,1 MALE,25-59,30,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155812,ENFIELD,32,534171,195308,1,1 DRIVER/RIDER,2 FEMALE,25-59,33,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155812,ENFIELD,32,534171,195308,2,2 PASSENGER,1 MALE,25-59,28,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155812,ENFIELD,32,534171,195308,3,1 DRIVER/RIDER,1 MALE,25-59,53,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155813,WESTMINSTER,1,530545,180898,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155816,SOUTHWARK,8,531951,179000,1,1 DRIVER/RIDER,1 MALE,25-59,45,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155821,WALTHAM FOREST,13,538320,186150,1,3 PEDESTRIAN,2 FEMALE,25-59,31,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190155823,SOUTHWARK,8,534411,175432,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155825,BRENT,28,521730,183349,1,3 PEDESTRIAN,2 FEMALE,0-15,15,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155827,BARNET,30,522629,187258,1,1 DRIVER/RIDER,1 MALE,16-24,20,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155830,BARNET,30,525637,191003,1,1 DRIVER/RIDER,1 MALE,25-59,29,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155832,WESTMINSTER,1,528257,180869,1,1 DRIVER/RIDER,1 MALE,25-59,48,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155833,LEWISHAM,7,538009,172142,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155834,BEXLEY,18,549083,177129,1,1 DRIVER/RIDER,2 FEMALE,16-24,24,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155834,BEXLEY,18,549083,177129,2,1 DRIVER/RIDER,1 MALE,16-24,18,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155839,WALTHAM FOREST,13,536956,193539,1,2 PASSENGER,2 FEMALE,60+,69,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155841,NEWHAM,17,542770,181921,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155845,BRENT,28,519776,182958,1,1 DRIVER/RIDER,1 MALE,25-59,42,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155850,EALING,27,511680,183154,1,1 DRIVER/RIDER,1 MALE,25-59,35,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155866,RICHMOND-UPON-THAMES,24,518321,174981,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155869,WANDSWORTH,10,528948,177132,1,3 PEDESTRIAN,2 FEMALE,60+,76,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155882,HOUNSLOW,25,510668,176734,1,3 PEDESTRIAN,2 FEMALE,25-59,44,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155883,RICHMOND-UPON-THAMES,24,516617,171300,1,1 DRIVER/RIDER,1 MALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155888,TOWER HAMLETS,5,538281,181404,1,1 DRIVER/RIDER,2 FEMALE,25-59,26,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155891,HAMMERSMITH & FULHAM,11,523053,178373,1,1 DRIVER/RIDER,1 MALE,25-59,46,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155894,HARINGEY,31,531307,190504,1,3 PEDESTRIAN,1 MALE,U,,2,3 SLIGHT,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190155894,HARINGEY,31,531307,190504,2,3 PEDESTRIAN,1 MALE,U,,2,3 SLIGHT,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190155899,NEWHAM,17,542835,182549,1,3 PEDESTRIAN,1 MALE,0-15,13,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190155902,MERTON,22,527507,168544,1,1 DRIVER/RIDER,2 FEMALE,25-59,32,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155902,MERTON,22,527507,168544,2,2 PASSENGER,1 MALE,U,,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155904,WANDSWORTH,10,526746,171930,1,1 DRIVER/RIDER,2 FEMALE,25-59,49,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155906,BARNET,30,524380,188010,1,2 PASSENGER,1 MALE,60+,63,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190155908,HAMMERSMITH & FULHAM,11,522556,180969,1,2 PASSENGER,2 FEMALE,25-59,44,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190155909,LAMBETH,9,530148,175082,1,1 DRIVER/RIDER,1 MALE,25-59,31,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155911,ENFIELD,32,534174,195308,1,1 DRIVER/RIDER,1 MALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155915,TOWER HAMLETS,5,534716,182687,1,3 PEDESTRIAN,1 MALE,25-59,47,1,3 SLIGHT,09 IN ROAD - NOT CROSSING,5 IN RD NOT CROSSING,1 PEDESTRIAN
1190155921,REDBRIDGE,14,543363,186031,1,1 DRIVER/RIDER,1 MALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155922,SOUTHWARK,8,535113,179566,1,2 PASSENGER,2 FEMALE,0-15,10,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155924,HACKNEY,4,533064,183228,1,1 DRIVER/RIDER,1 MALE,25-59,42,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155926,WESTMINSTER,1,524760,182890,1,3 PEDESTRIAN,1 MALE,25-59,26,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155928,LAMBETH,9,530783,175011,1,1 DRIVER/RIDER,1 MALE,16-24,19,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155929,HARINGEY,31,531252,189014,1,1 DRIVER/RIDER,1 MALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,8 OTHER VEHICLE
1190155933,NEWHAM,17,540064,183322,1,1 DRIVER/RIDER,1 MALE,25-59,25,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155933,NEWHAM,17,540064,183322,2,1 DRIVER/RIDER,2 FEMALE,25-59,28,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155935,MERTON,22,529679,169255,1,1 DRIVER/RIDER,2 FEMALE,16-24,23,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155935,MERTON,22,529679,169255,2,2 PASSENGER,2 FEMALE,25-59,54,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155940,LAMBETH,9,531902,171783,1,3 PEDESTRIAN,2 FEMALE,25-59,26,1,3 SLIGHT,01 CROSSING ROAD ON PED XING,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190155942,ISLINGTON,3,530311,187774,1,1 DRIVER/RIDER,1 MALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155953,BEXLEY,18,551456,175108,1,1 DRIVER/RIDER,1 MALE,25-59,39,2,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155953,BEXLEY,18,551456,175108,2,1 DRIVER/RIDER,1 MALE,25-59,30,2,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155956,SOUTHWARK,8,535566,174487,1,1 DRIVER/RIDER,1 MALE,16-24,24,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155958,CROYDON,20,532332,165231,1,1 DRIVER/RIDER,1 MALE,16-24,21,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155960,LAMBETH,9,530299,176209,1,1 DRIVER/RIDER,1 MALE,25-59,35,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155960,LAMBETH,9,530299,176209,2,1 DRIVER/RIDER,1 MALE,25-59,35,3,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155960,LAMBETH,9,530299,176209,3,2 PASSENGER,1 MALE,25-59,32,3,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155964,REDBRIDGE,14,543541,188588,1,1 DRIVER/RIDER,1 MALE,25-59,41,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190155968,LAMBETH,9,530186,172091,1,3 PEDESTRIAN,1 MALE,16-24,16,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155973,HAMMERSMITH & FULHAM,11,525877,177122,1,3 PEDESTRIAN,1 MALE,0-15,5,1,2 SERIOUS,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190155974,BRENT,28,517848,185072,1,3 PEDESTRIAN,2 FEMALE,60+,90,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155976,NEWHAM,17,542891,182264,1,3 PEDESTRIAN,2 FEMALE,16-24,24,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),3 FROM DRIVERS O/SIDE,1 PEDESTRIAN
1190155978,BARKING & DAGENHAM,16,548865,183463,1,1 DRIVER/RIDER,2 FEMALE,25-59,47,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155982,HAVERING,15,551228,190413,1,1 DRIVER/RIDER,1 MALE,25-59,27,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155982,HAVERING,15,551228,190413,2,2 PASSENGER,2 FEMALE,0-15,14,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155982,HAVERING,15,551228,190413,3,2 PASSENGER,2 FEMALE,25-59,46,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155982,HAVERING,15,551228,190413,4,2 PASSENGER,1 MALE,0-15,8,4,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155983,NEWHAM,17,543859,182853,1,2 PASSENGER,2 FEMALE,25-59,59,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155983,NEWHAM,17,543859,182853,2,2 PASSENGER,2 FEMALE,60+,81,4,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155983,NEWHAM,17,543859,182853,3,2 PASSENGER,2 FEMALE,60+,62,4,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155983,NEWHAM,17,543859,182853,4,2 PASSENGER,1 MALE,25-59,51,4,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155984,GREENWICH,6,539063,179886,1,2 PASSENGER,1 MALE,0-15,0,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH
1190155986,GREENWICH,6,545810,178428,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155995,WESTMINSTER,1,525769,181272,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190155997,HILLINGDON,26,507759,176945,1,1 DRIVER/RIDER,1 MALE,25-59,28,2,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190155997,HILLINGDON,26,507759,176945,2,1 DRIVER/RIDER,1 MALE,25-59,47,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156005,LAMBETH,9,529488,171286,1,2 PASSENGER,2 FEMALE,25-59,55,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156012,ENFIELD,32,529967,192207,1,2 PASSENGER,2 FEMALE,25-59,43,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156014,GREENWICH,6,541125,174288,1,1 DRIVER/RIDER,2 FEMALE,25-59,43,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156014,GREENWICH,6,541125,174288,2,2 PASSENGER,1 MALE,25-59,42,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156017,WESTMINSTER,1,529013,181251,1,3 PEDESTRIAN,2 FEMALE,0-15,3,1,3 SLIGHT,06 ON FOOTPATH - VERGE,9 UNKNOWN OR OTHER,1 PEDESTRIAN
1190156018,SUTTON,21,526078,166635,1,1 DRIVER/RIDER,1 MALE,25-59,38,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156026,ENFIELD,32,529514,194352,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190156027,LEWISHAM,7,536461,177024,1,3 PEDESTRIAN,1 MALE,25-59,37,1,3 SLIGHT,05 CROSSING ROAD (NOT ON XING),1 FROM DRIVERS N/SIDE,1 PEDESTRIAN
1190156029,NEWHAM,17,540984,182888,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156031,HARROW,29,515449,189982,1,1 DRIVER/RIDER,1 MALE,25-59,33,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190156036,HOUNSLOW,25,519369,178391,1,1 DRIVER/RIDER,2 FEMALE,25-59,52,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156044,LAMBETH,9,530434,173444,1,1 DRIVER/RIDER,1 MALE,25-59,34,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156048,ENFIELD,32,535230,196073,1,1 DRIVER/RIDER,1 MALE,16-24,23,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190156050,HOUNSLOW,25,510648,173218,1,1 DRIVER/RIDER,2 FEMALE,25-59,28,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190156052,BRENT,28,517869,183779,1,1 DRIVER/RIDER,1 MALE,25-59,56,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE
1190156054,WANDSWORTH,10,524321,174236,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190156057,CROYDON,20,534765,161999,1,1 DRIVER/RIDER,1 MALE,25-59,25,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
1190156059,HAVERING,15,549165,188244,1,1 DRIVER/RIDER,1 MALE,60+,70,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156060,REDBRIDGE,14,543348,186091,1,1 DRIVER/RIDER,2 FEMALE,16-24,22,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,4 CAR
1190156065,LAMBETH,9,531147,175835,1,1 DRIVER/RIDER,1 MALE,25-59,37,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER
